,T2M,RH2M,WS2M,WD2M,ALLSKY_SFC_SW_DWN,PRECIPITATIONCAL
20150101,25.91,52.62,1.18,118.75,3.89,0.03
20150102,25.3,60.81,2.0,138.69,3.45,0.0
20150103,23.36,79.56,2.67,225.12,1.8,24.49
20150104,22.07,73.75,2.25,193.5,3.0,0.0
20150105,20.24,62.62,2.44,12.06,4.83,0.0
20150106,18.73,51.25,1.7,15.12,5.35,0.0
20150107,19.46,47.94,1.27,125.0,5.23,0.0
20150108,18.79,48.0,1.42,123.81,5.23,0.28
20150109,17.43,51.0,1.88,98.94,5.39,0.0
20150110,17.51,48.75,1.45,18.44,5.51,0.0
20150111,17.44,47.12,1.8,43.69,5.4,0.0
20150112,18.11,46.0,1.34,44.5,5.44,0.0
20150113,18.61,44.62,1.34,33.56,5.31,0.0
20150114,19.73,43.19,1.21,92.62,5.22,0.0
20150115,19.71,51.75,1.48,86.25,4.79,0.0
20150116,19.58,44.75,1.34,70.25,5.17,0.0
20150117,19.19,45.5,1.37,40.0,5.07,0.0
20150118,19.33,47.94,1.38,37.75,5.1,0.0
20150119,19.44,44.88,1.39,61.56,4.96,0.0
20150120,20.48,49.38,1.75,110.12,4.23,0.0
20150121,21.66,54.25,2.31,129.25,4.15,0.0
20150122,21.84,48.69,2.23,151.69,4.74,0.0
20150123,22.22,48.69,1.66,117.38,5.0,0.0
20150124,23.25,47.44,1.58,104.25,5.04,0.0
20150125,23.44,46.94,2.06,148.75,5.01,0.02
20150126,23.5,48.5,2.34,151.31,4.69,0.18
20150127,23.56,48.19,1.98,145.44,5.21,0.0
20150128,23.75,50.12,1.99,138.0,5.17,0.0
20150129,23.93,54.69,1.62,115.94,4.87,0.0
20150130,23.41,48.44,1.66,62.56,4.57,0.0
20150131,23.04,39.56,1.69,35.56,5.01,0.0
20150201,22.46,29.94,1.32,79.06,5.25,0.0
20150202,23.18,47.44,2.2,134.25,4.57,0.0
20150203,24.08,51.0,2.0,138.06,5.0,0.0
20150204,24.48,39.25,1.41,108.56,5.47,0.0
20150205,24.19,34.25,1.35,118.44,5.35,0.0
20150206,24.01,39.38,1.66,146.0,5.32,0.23
20150207,23.91,45.19,2.27,154.94,4.87,0.04
20150208,24.81,50.75,2.55,161.25,4.93,0.05
20150209,24.96,44.44,2.2,116.62,5.4,0.02
20150210,24.77,47.75,1.62,106.5,5.35,0.04
20150211,25.58,47.25,1.41,130.0,5.15,0.15
20150212,25.8,44.12,1.79,168.88,5.49,0.15
20150213,25.71,36.19,1.45,214.5,5.57,0.0
20150214,25.19,25.06,1.65,24.94,5.85,0.0
20150215,26.96,19.31,1.0,64.69,6.07,0.0
20150216,26.98,19.25,1.02,80.62,6.01,0.0
20150217,27.25,19.62,1.16,99.81,6.19,0.0
20150218,26.84,28.0,1.57,203.12,5.77,0.0
20150219,26.59,44.62,2.16,166.31,5.58,0.06
20150220,27.51,40.62,2.01,143.62,5.09,0.39
20150221,28.2,31.06,1.28,73.25,5.49,0.0
20150222,27.76,24.88,1.61,48.75,6.14,0.0
20150223,27.91,25.06,1.28,124.94,6.19,0.0
20150224,27.59,28.19,1.32,153.0,6.18,0.0
20150225,27.31,27.81,1.62,158.38,6.17,0.0
20150226,27.72,23.5,2.75,182.0,6.24,0.0
20150227,27.13,29.88,2.36,192.56,6.21,0.0
20150228,27.71,43.69,3.46,172.75,5.27,0.83
20150301,27.48,49.88,4.08,163.81,2.4,3.07
20150302,26.22,65.94,2.53,167.69,4.13,0.9
20150303,26.06,59.5,1.85,201.5,4.5,0.0
20150304,24.19,41.75,2.26,253.44,6.28,0.0
20150305,25.76,37.12,1.49,40.12,6.04,0.0
20150306,28.04,45.0,1.36,118.31,5.22,0.18
20150307,28.93,37.5,0.79,65.94,5.55,0.0
20150308,29.23,46.69,1.67,149.38,5.4,13.59
20150309,26.41,66.94,1.38,213.0,2.61,5.37
20150310,27.51,55.56,1.32,109.94,4.45,0.06
20150311,27.75,48.88,1.41,68.56,6.09,0.04
20150312,27.43,50.12,1.7,115.12,6.11,0.0
20150313,28.21,46.12,1.24,105.25,6.12,0.01
20150314,28.12,41.94,1.93,156.25,6.37,0.0
20150315,28.08,38.81,3.36,176.5,6.74,0.16
20150316,28.86,39.19,1.85,186.56,6.29,0.0
20150317,30.02,38.44,1.17,116.44,6.39,0.14
20150318,30.08,39.75,1.55,100.44,6.09,0.0
20150319,30.51,33.19,1.71,32.0,6.24,0.0
20150320,29.69,33.12,1.27,110.06,5.95,0.0
20150321,31.08,29.38,1.21,67.44,6.18,0.0
20150322,31.83,24.94,1.18,53.06,6.39,0.0
20150323,32.19,22.88,1.2,80.62,6.24,0.0
20150324,32.84,22.25,1.17,108.0,6.49,0.0
20150325,31.8,28.94,1.27,104.38,6.58,0.0
20150326,31.69,36.25,1.98,141.31,6.09,0.0
20150327,31.37,37.94,2.63,160.5,6.19,0.0
20150328,31.43,34.44,2.92,160.62,6.45,0.02
20150329,32.34,35.5,2.56,195.38,4.92,0.02
20150330,30.24,37.38,2.75,203.12,2.3,0.87
20150331,30.44,43.19,2.41,175.44,6.03,0.0
20150401,32.33,38.31,2.16,192.44,6.4,0.02
20150402,32.98,34.12,2.59,242.31,6.57,0.0
20150403,33.2,22.44,1.95,245.88,6.87,0.0
20150404,33.12,21.0,1.59,299.62,7.33,0.0
20150405,32.47,20.5,1.22,265.44,7.26,0.0
20150406,33.3,30.12,1.78,191.81,6.61,0.0
20150407,33.45,38.0,3.71,171.38,6.69,8.76
20150408,31.19,40.88,3.3,152.69,6.11,0.15
20150409,31.16,41.19,2.27,186.44,6.7,0.0
20150410,32.6,35.75,1.99,170.19,6.45,2.49
20150411,31.01,41.06,1.9,137.25,2.84,15.39
20150412,27.75,56.5,0.93,102.38,1.96,15.49
20150413,25.69,67.5,1.75,174.44,6.24,3.6
20150414,27.26,55.25,1.68,172.94,3.88,0.12
20150415,28.17,54.0,1.73,133.31,6.9,0.01
20150416,29.07,55.38,1.2,112.06,6.24,0.0
20150417,30.47,48.0,1.51,210.12,7.26,0.0
20150418,32.57,37.12,1.05,150.88,7.36,0.0
20150419,33.19,36.88,1.45,224.44,7.25,0.0
20150420,33.62,38.69,2.11,181.56,7.37,0.0
20150421,33.92,38.06,2.61,206.88,7.42,0.0
20150422,34.18,36.62,2.8,255.06,6.63,8.06
20150423,34.07,35.25,2.71,253.81,6.75,1.08
20150424,33.58,38.0,2.45,226.56,6.48,0.41
20150425,33.19,41.12,2.62,178.12,6.74,0.22
20150426,31.73,48.25,3.52,156.19,6.96,1.45
20150427,32.46,46.56,2.87,194.75,7.11,0.0
20150428,33.87,38.44,2.84,244.75,7.13,0.0
20150429,34.45,33.06,1.85,221.44,7.04,0.0
20150430,34.65,34.31,2.98,222.62,6.77,0.0
20150501,34.4,33.81,2.09,198.06,7.12,0.0
20150502,35.08,35.75,2.59,207.88,6.71,0.0
20150503,34.7,37.5,3.23,166.62,6.52,0.67
20150504,34.01,42.38,3.34,147.94,6.54,0.0
20150505,34.6,36.25,2.21,153.31,6.98,0.0
20150506,35.16,33.06,2.48,155.88,6.26,0.07
20150507,35.67,31.19,2.17,164.88,7.15,0.0
20150508,35.94,28.75,2.12,216.69,7.17,0.04
20150509,35.19,28.62,2.77,199.94,6.05,0.1
20150510,33.41,36.88,2.3,167.81,5.16,0.49
20150511,33.84,35.06,2.84,170.06,4.75,0.12
20150512,34.33,27.5,2.09,246.31,6.44,0.0
20150513,35.71,27.12,2.62,183.62,5.53,0.0
20150514,35.08,32.0,1.9,181.56,6.45,0.0
20150515,34.12,39.62,2.32,202.12,5.74,3.08
20150516,32.82,47.31,1.76,134.0,6.36,0.01
20150517,34.19,43.06,2.66,146.75,7.27,0.0
20150518,35.87,38.69,2.58,171.19,6.94,0.0
20150519,37.69,28.06,3.2,194.94,7.19,0.0
20150520,38.3,23.0,3.62,150.19,7.33,0.0
20150521,38.83,20.62,2.38,302.81,7.44,0.0
20150522,38.96,18.44,3.59,325.81,7.54,0.0
20150523,38.49,19.88,4.08,312.62,7.53,0.0
20150524,37.35,21.0,4.34,305.5,7.72,0.0
20150525,37.42,21.69,3.92,302.44,7.25,0.0
20150526,38.38,22.44,4.45,320.25,7.13,0.0
20150527,38.21,23.94,3.45,163.0,6.68,0.85
20150528,37.22,31.69,2.93,154.31,7.07,0.0
20150529,38.05,25.81,2.79,177.12,7.14,0.23
20150530,37.54,29.5,3.53,250.69,7.0,0.0
20150531,36.77,30.31,3.77,187.69,6.77,0.87
20150601,33.65,46.62,3.8,150.5,2.84,4.05
20150602,34.72,36.75,3.05,150.31,6.45,4.69
20150603,34.62,40.31,2.56,134.56,6.54,0.02
20150604,34.02,42.06,2.81,171.19,6.14,2.22
20150605,32.13,50.88,2.33,215.12,6.01,0.08
20150606,32.94,48.25,3.27,198.06,3.51,0.42
20150607,31.95,54.81,3.55,209.06,3.66,2.72
20150608,31.95,54.56,3.05,217.5,5.7,16.98
20150609,32.46,49.0,3.57,243.44,3.36,2.66
20150610,34.58,41.88,3.19,279.75,6.6,0.0
20150611,31.66,55.81,2.81,273.38,6.69,1.12
20150612,31.14,57.94,2.4,262.31,5.38,7.49
20150613,29.46,66.25,3.62,242.25,5.79,2.25
20150614,27.96,75.81,2.52,270.81,2.69,4.26
20150615,28.12,74.25,2.62,292.44,3.9,17.7
20150616,28.66,71.0,3.52,299.62,2.84,10.98
20150617,28.17,75.56,3.2,299.5,3.32,1.59
20150618,28.25,73.75,4.18,292.25,4.3,17.27
20150619,28.16,73.5,5.49,296.19,3.48,10.0
20150620,26.74,80.38,5.95,286.25,1.32,35.36
20150621,26.68,79.88,5.71,261.38,1.7,15.86
20150622,27.2,72.62,5.43,251.19,3.06,4.43
20150623,28.64,69.62,4.22,244.81,4.74,0.47
20150624,29.48,68.25,4.55,249.75,4.33,0.04
20150625,29.87,65.06,4.83,255.31,4.84,0.07
20150626,30.01,65.44,4.43,282.0,5.11,0.86
20150627,29.55,68.75,4.02,292.88,5.27,0.13
20150628,30.25,67.0,3.07,263.56,5.0,0.0
20150629,29.78,68.81,2.14,264.62,5.5,1.97
20150630,29.87,68.19,2.52,234.31,5.87,1.45
20150701,28.75,74.38,1.82,285.5,5.87,45.98
20150702,28.93,72.25,2.24,286.0,4.41,0.51
20150703,28.71,68.44,2.59,283.94,5.47,0.0
20150704,29.83,63.31,3.84,301.69,6.25,0.0
20150705,30.26,61.69,4.16,303.5,6.69,0.0
20150706,30.79,56.38,5.0,297.25,6.22,0.11
20150707,30.25,57.62,4.17,289.0,6.32,0.0
20150708,30.27,61.25,3.85,292.5,5.02,0.06
20150709,30.72,58.38,4.98,298.62,4.78,0.0
20150710,29.26,65.62,3.55,281.62,3.11,0.77
20150711,30.42,63.06,3.41,232.12,5.54,0.26
20150712,30.01,66.81,2.51,217.44,6.15,0.02
20150713,29.87,69.31,1.93,273.69,5.17,3.64
20150714,29.56,70.56,2.31,293.06,4.77,3.64
20150715,28.31,74.31,3.18,269.25,5.76,6.4
20150716,29.64,64.44,2.89,265.62,5.65,0.41
20150717,30.54,60.81,3.33,276.69,5.61,3.24
20150718,28.98,71.25,3.07,241.56,5.2,3.27
20150719,28.69,72.12,3.14,278.88,3.86,1.48
20150720,28.53,68.06,4.11,280.62,3.81,1.37
20150721,28.55,72.62,3.31,272.56,5.04,4.96
20150722,28.51,75.75,3.07,249.31,3.61,2.7
20150723,27.95,77.44,2.61,237.06,4.26,11.63
20150724,27.74,79.0,2.47,236.12,5.96,0.62
20150725,28.42,71.88,2.81,245.12,5.87,1.54
20150726,27.87,73.88,2.59,240.12,5.54,10.99
20150727,28.83,67.62,2.71,277.94,6.4,0.4
20150728,29.33,62.38,3.09,276.06,6.71,0.1
20150729,29.41,62.12,3.36,286.19,6.48,0.08
20150730,29.35,64.88,3.3,291.88,5.42,0.27
20150731,29.38,65.62,3.12,300.44,5.64,0.0
20150801,29.25,66.06,2.82,266.31,5.51,0.02
20150802,29.08,67.75,2.72,323.44,5.25,0.1
20150803,28.5,69.06,2.95,308.88,4.84,15.57
20150804,27.37,72.0,3.64,274.25,2.83,0.99
20150805,27.96,69.06,3.95,268.38,4.27,0.06
20150806,27.6,70.12,2.98,284.44,2.74,0.22
20150807,29.44,67.19,2.68,299.5,3.93,0.0
20150808,28.47,78.19,2.05,303.0,2.51,1.73
20150809,28.4,76.38,2.73,302.19,3.43,4.15
20150810,28.8,76.31,2.22,315.81,4.65,7.25
20150811,27.75,84.25,2.71,306.31,3.95,54.98
20150812,25.86,88.38,3.89,279.25,2.94,24.47
20150813,25.76,85.69,3.75,274.69,2.54,0.29
20150814,27.96,74.69,2.79,280.44,4.63,0.0
20150815,28.51,75.44,2.27,289.5,5.53,4.39
20150816,27.89,79.19,1.78,277.75,2.02,1.32
20150817,27.76,75.69,1.25,227.5,5.23,3.63
20150818,28.34,76.5,1.8,211.0,4.63,12.89
20150819,28.75,77.0,1.71,210.88,5.62,12.38
20150820,28.34,73.12,1.48,256.38,4.98,0.6
20150821,27.72,76.62,2.08,273.25,4.76,0.11
20150822,27.43,75.19,2.64,294.06,4.74,5.71
20150823,27.98,71.88,2.58,312.38,6.07,0.0
20150824,28.18,70.44,2.73,316.69,6.03,0.0
20150825,28.34,70.38,2.96,320.0,6.39,0.0
20150826,28.12,73.19,2.4,323.5,4.85,0.21
20150827,27.65,77.31,2.48,297.25,3.54,1.96
20150828,26.58,84.62,2.41,293.81,3.51,4.0
20150829,27.49,78.38,3.62,283.69,4.36,2.26
20150830,27.97,77.44,2.63,300.06,4.24,0.22
20150831,27.64,78.19,2.45,294.94,4.86,0.38
20150901,27.99,74.0,2.39,267.06,3.83,1.36
20150902,28.92,69.5,1.29,220.44,4.89,0.07
20150903,29.2,70.56,0.92,104.75,4.86,6.55
20150904,27.98,77.69,0.97,151.38,5.92,2.14
20150905,28.48,72.19,0.83,227.25,5.59,0.0
20150906,29.31,69.06,1.52,275.06,5.59,3.86
20150907,28.71,71.69,2.0,242.31,5.04,15.0
20150908,28.19,72.94,1.2,173.31,5.37,2.96
20150909,28.19,72.44,1.02,134.12,5.32,0.77
20150910,28.56,70.75,1.09,135.0,5.62,3.29
20150911,28.21,71.5,1.38,157.25,5.76,6.52
20150912,26.95,78.62,2.07,270.88,4.43,4.96
20150913,26.49,81.06,2.13,285.62,4.3,8.51
20150914,26.4,84.06,2.28,287.94,4.23,5.4
20150915,26.7,82.5,2.01,297.44,4.26,0.71
20150916,26.12,87.88,3.18,296.94,2.71,66.36
20150917,26.48,86.06,4.01,263.56,2.57,36.7
20150918,27.69,81.62,2.14,208.81,5.05,5.97
20150919,27.51,79.44,1.44,240.44,5.54,0.27
20150920,26.9,79.12,1.68,259.5,2.52,0.01
20150921,27.78,74.56,1.7,241.06,4.93,0.0
20150922,27.89,72.19,1.55,212.38,5.91,0.0
20150923,28.87,72.06,0.88,175.75,5.78,0.02
20150924,28.13,78.0,0.77,122.5,5.3,3.35
20150925,28.01,78.25,0.93,179.94,5.44,0.09
20150926,27.23,76.12,1.87,233.62,4.61,0.0
20150927,26.0,69.19,1.98,174.44,6.19,0.0
20150928,26.66,71.31,1.97,136.44,6.12,0.0
20150929,27.14,75.69,1.33,51.44,5.27,0.0
20150930,27.5,76.25,1.1,90.56,5.12,5.63
20151001,27.3,76.56,1.63,159.25,5.16,0.07
20151002,28.16,72.31,1.23,134.38,5.37,0.0
20151003,29.04,70.94,1.2,179.88,5.53,0.0
20151004,28.0,77.94,0.85,155.81,3.8,7.79
20151005,27.91,71.19,1.9,29.62,5.67,0.0
20151006,27.15,63.88,1.74,43.81,6.18,0.0
20151007,26.88,59.94,1.62,34.19,6.1,0.0
20151008,27.69,60.0,1.15,129.0,5.92,0.0
20151009,28.38,59.81,1.42,153.06,5.83,0.0
20151010,29.83,58.12,1.02,203.94,5.51,0.0
20151011,29.57,56.75,1.54,131.19,5.6,0.0
20151012,28.79,53.44,1.18,76.06,5.81,0.0
20151013,28.69,50.81,1.2,97.38,5.84,0.0
20151014,28.66,54.31,1.52,105.19,5.88,0.0
20151015,28.42,63.38,1.52,86.75,5.47,0.0
20151016,28.33,66.31,1.15,111.62,3.74,0.0
20151017,28.54,66.31,1.19,110.06,4.85,0.0
20151018,28.65,60.31,1.44,94.62,5.44,0.0
20151019,27.52,59.38,1.53,94.56,5.8,0.0
20151020,28.12,55.69,1.45,104.44,5.66,0.0
20151021,28.15,56.31,1.52,115.12,5.63,0.0
20151022,28.74,55.5,1.69,113.62,5.6,0.01
20151023,28.72,56.5,1.44,107.88,5.34,0.0
20151024,28.76,55.06,1.88,112.38,5.15,0.0
20151025,28.42,54.81,2.02,117.62,4.77,0.0
20151026,27.68,55.56,1.82,114.69,5.04,0.0
20151027,27.26,54.38,1.95,110.0,5.42,0.0
20151028,27.05,50.81,1.73,123.06,5.3,0.0
20151029,27.18,67.06,1.93,140.06,4.66,1.05
20151030,26.44,68.19,1.7,47.25,4.17,0.0
20151031,27.65,62.31,2.46,55.0,4.81,0.0
20151101,27.76,64.75,2.47,38.12,4.95,0.0
20151102,28.08,61.12,1.81,21.44,4.92,0.0
20151103,28.33,58.56,1.46,41.38,4.82,0.0
20151104,28.48,52.75,1.48,72.56,4.81,0.0
20151105,27.93,52.12,1.65,84.44,5.17,0.0
20151106,27.37,48.88,1.86,90.56,5.33,0.0
20151107,26.99,49.31,2.1,108.0,5.32,0.0
20151108,26.82,53.31,2.19,95.69,5.33,0.02
20151109,26.62,54.62,2.15,75.5,4.49,0.06
20151110,26.76,53.19,2.66,65.69,3.76,0.09
20151111,26.9,53.38,2.32,66.06,4.9,0.0
20151112,26.28,52.56,2.07,66.06,5.35,0.0
20151113,25.99,51.31,1.66,71.44,5.35,0.08
20151114,25.97,52.88,1.47,96.0,5.07,0.0
20151115,25.96,51.88,1.68,78.25,4.72,0.0
20151116,24.15,55.62,1.39,85.88,3.41,0.0
20151117,26.15,57.44,2.36,73.19,3.64,0.0
20151118,26.38,58.0,2.88,53.38,5.19,0.0
20151119,26.4,56.06,2.68,74.69,4.52,0.0
20151120,26.81,59.06,2.19,94.69,4.11,0.0
20151121,27.37,60.31,1.28,106.56,3.59,0.0
20151122,27.94,53.88,1.53,132.38,4.58,0.0
20151123,27.49,54.25,1.63,146.12,4.34,0.0
20151124,26.85,56.06,1.43,103.25,4.05,0.0
20151125,25.5,56.06,1.61,97.75,4.59,0.0
20151126,25.68,53.88,1.09,115.31,4.7,0.0
20151127,26.58,52.06,2.01,155.88,4.73,0.0
20151128,26.94,58.19,2.74,150.25,4.58,0.0
